Gene	Gene.synonym	Ensembl	Gene.description	Uniprot	Protein.class	Evidence	HPA.evidence	UniProt.evidence
DFFA	DFF-45, DFF1, DFF45, ICAD	ENSG00000160049	DNA fragmentation factor subunit alpha	O00273	Plasma proteins, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
DGKG	DAGK3	ENSG00000058866	Diacylglycerol kinase gamma	P49619	Enzymes, Plasma proteins, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at transcript level
DHDDS	DS, FLJ13102, HDS, RP59	ENSG00000117682	Dehydrodolichyl diphosphate synthase subunit	Q86SQ9	Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
DHPS	MIG13	ENSG00000095059	Deoxyhypusine synthase	P49366	Enzymes, Plasma proteins, Predicted intracellular proteins	Evidence at protein level	Evidence at transcript level	Evidence at protein level
DHRS7B	CGI-93, DKFZp566O084, MGC8916, SDR32C1	ENSG00000109016	Dehydrogenase/reductase 7B	Q6IAN0	Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
DIAPH1	DFNA1, hDIA1, LFHL1	ENSG00000131504	Diaphanous related formin 1	O60610	Cancer-related genes, Disease related genes, Plasma proteins, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
DIAPH3	AN, AUNA1, DRF3, FLJ34705, NSDAN	ENSG00000139734	Diaphanous related formin 3	Q9NSV4	Cancer-related genes, Disease related genes, Plasma proteins, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
DIS3L	DIS3L1, FLJ38088, KIAA1955, MGC4562	ENSG00000166938	DIS3 like exosome 3'-5' exoribonuclease	Q8TF46	Predicted intracellular proteins	Evidence at protein level	Evidence at transcript level	Evidence at protein level
DLG1	dJ1061C18.1.1, DLGH1, hdlg, SAP-97, SAP97	ENSG00000075711	Discs large MAGUK scaffold protein 1	Q12959	Predicted intracellular proteins, Transporters	Evidence at protein level	Evidence at protein level	Evidence at protein level
DLG2	chapsyn-110, PPP1R58, PSD-93, PSD93	ENSG00000150672	Discs large MAGUK scaffold protein 2	Q15700	Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
DLL3	SCDO1	ENSG00000090932	Delta like canonical Notch ligand 3	Q9NYJ7	Disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	Evidence at transcript level	Evidence at protein level
DMWD	D19S593E, DMR-N9, gene59	ENSG00000185800	DM1 locus, WD repeat containing	Q09019	Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
DNAAF1	CILD13, FLJ25330, LRRC50, ODA7, swt	ENSG00000154099	Dynein axonemal assembly factor 1	Q8NEP3	Disease related genes, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
DNAAF4	CILD25, DYX1C1, EKN1, FLJ37882	ENSG00000256061	Dynein axonemal assembly factor 4	Q8WXU2	Disease related genes, Predicted intracellular proteins	Evidence at protein level	Evidence at transcript level	Evidence at protein level
DNAH17	DNAHL1, DNEL2, FLJ40457	ENSG00000187775	Dynein axonemal heavy chain 17	Q9UFH2	Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
DNAJA4	PRO1472	ENSG00000140403	DnaJ heat shock protein family (Hsp40) member A4	Q8WW22	Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
DNAJB13	RSPH16A, TSARG6	ENSG00000187726	DnaJ heat shock protein family (Hsp40) member B13	P59910	Disease related genes, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
DNAJB4	HLJ1	ENSG00000162616	DnaJ heat shock protein family (Hsp40) member B4	Q9UDY4	Plasma proteins, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
DNAJC6	KIAA0473, PARK19	ENSG00000116675	DnaJ heat shock protein family (Hsp40) member C6	O75061	Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
DNAJC9	JDD1, SB73	ENSG00000213551	DnaJ heat shock protein family (Hsp40) member C9	Q8WXX5	Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
DOCK4	FLJ34238, KIAA0716	ENSG00000128512	Dedicator of cytokinesis 4	Q8N1I0	Plasma proteins, Predicted intracellular proteins	Evidence at protein level	Evidence at transcript level	Evidence at protein level
DPYSL2	CRMP2, DHPRP2, DRP-2, DRP2	ENSG00000092964	Dihydropyrimidinase like 2	Q16555	Plasma proteins, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
DQX1	FLJ23757	ENSG00000144045	DEAQ-box RNA dependent ATPase 1	Q8TE96	Enzymes, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at transcript level
DRP2		ENSG00000102385	Dystrophin related protein 2	Q13474	Predicted intracellular proteins	Evidence at protein level	Evidence at transcript level	Evidence at transcript level
DSC3	CDHF3, DSC, DSC1, DSC2, DSC4	ENSG00000134762	Desmocollin 3	Q14574	Disease related genes, Plasma proteins, Predicted membrane proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
DSEL	C18orf4, DE-epi2, FLJ11477, NCAG1	ENSG00000171451	Dermatan sulfate epimerase-like	Q8IZU8	Predicted membrane proteins	Evidence at protein level	Evidence at protein level	Evidence at transcript level
DUS1L	DUS1, PP3111	ENSG00000169718	Dihydrouridine synthase 1 like	Q6P1R4	Predicted intracellular proteins	Evidence at protein level	Evidence at transcript level	Evidence at protein level
DUSP15	bA243J16.5, bA243J16.6, C20orf57, FLJ20645, VHY	ENSG00000149599	Dual specificity phosphatase 15	Q9H1R2	Enzymes, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
DXO	DOM3Z	ENSG00000204348	Decapping exoribonuclease	O77932	Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at transcript level
DYSF	FER1L1, LGMD2B	ENSG00000135636	Dysferlin	O75923	Disease related genes, Potential drug targets, Predicted membrane proteins, Transporters	Evidence at protein level	Evidence at protein level	Evidence at protein level
ECSCR	ARIA, ECSM2	ENSG00000249751	Endothelial cell surface expressed chemotaxis and apoptosis regulator	Q19T08	Predicted membrane proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
EDNRA		ENSG00000151617	Endothelin receptor type A	P25101	Disease related genes, FDA approved drug targets, G-protein coupled receptors, Predicted membrane proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
EDNRB	ETB, HSCR, HSCR2	ENSG00000136160	Endothelin receptor type B	P24530	Disease related genes, FDA approved drug targets, G-protein coupled receptors, Predicted membrane proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
EEF1AKMT1	N6AMT2	ENSG00000150456	EEF1A lysine methyltransferase 1	Q8WVE0	Predicted intracellular proteins	Evidence at protein level	Evidence at transcript level	Evidence at protein level
EEF2	EEF-2, EF2	ENSG00000167658	Eukaryotic translation elongation factor 2	P13639	Cancer-related genes, Disease related genes, Plasma proteins, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
EEPD1	KIAA1706	ENSG00000122547	Endonuclease/exonuclease/phosphatase family domain containing 1	Q7L9B9	Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
EFCAB1	FLJ11767	ENSG00000034239	EF-hand calcium binding domain 1	Q9HAE3	Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at transcript level
EFCAB2	CFAP200, DRC8, MGC12458	ENSG00000203666	EF-hand calcium binding domain 2	Q5VUJ9	Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at transcript level
EFCAB7	KIAA1799, RP4-534K7.1	ENSG00000203965	EF-hand calcium binding domain 7	A8K855	Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
EFHC2	FLJ22843, MRX74	ENSG00000183690	EF-hand domain containing 2	Q5JST6	Predicted intracellular proteins	Evidence at protein level	Evidence at transcript level	Evidence at protein level
EFNB1	CFNS, Elk-L, EPLG2, LERK2	ENSG00000090776	Ephrin B1	P98172	Cancer-related genes, Disease related genes, Plasma proteins, Predicted membrane proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
EFR3A	KIAA0143	ENSG00000132294	EFR3 homolog A	Q14156	Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
EFR3B	FLJ37871, KIAA0953	ENSG00000084710	EFR3 homolog B	Q9Y2G0	Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
EHBP1	KIAA0903, NACSIN	ENSG00000115504	EH domain binding protein 1	Q8NDI1	Disease related genes, Plasma proteins, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
EHD1	FLJ42622, FLJ44618, H-PAST, HPAST1, PAST1	ENSG00000110047	EH domain containing 1	Q9H4M9	Plasma proteins, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
EHD2	PAST2	ENSG00000024422	EH domain containing 2	Q9NZN4	Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
EHD3	PAST3	ENSG00000013016	EH domain containing 3	Q9NZN3	Plasma proteins, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
EHD4	PAST4	ENSG00000103966	EH domain containing 4	Q9H223	Plasma proteins, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
EIF2B2	EIF-2Bbeta, EIF2B	ENSG00000119718	Eukaryotic translation initiation factor 2B subunit beta	P49770	Disease related genes, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
EIF5		ENSG00000100664	Eukaryotic translation initiation factor 5	P55010	Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
EIF5B	DKFZp434I036, FLJ10524, IF2, KIAA0741	ENSG00000158417	Eukaryotic translation initiation factor 5B	O60841	Enzymes, Plasma proteins, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
ELMO3	CED-12, CED12, ELMO-3, FLJ13824	ENSG00000102890	Engulfment and cell motility 3	Q96BJ8	Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
EMP3	YMP	ENSG00000142227	Epithelial membrane protein 3	P54852	Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	Evidence at transcript level	Evidence at protein level
ENAH	FLJ10773, MENA, NDPP1	ENSG00000154380	ENAH, actin regulator	Q8N8S7	Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
ENC1	ENC-1, KLHL37, NRPB, PIG10, TP53I10	ENSG00000171617	Ectodermal-neural cortex 1	O14682	Cancer-related genes, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
ENG	CD105, END, HHT1, ORW, ORW1	ENSG00000106991	Endoglin	P17813	Cancer-related genes, Candidate cardiovascular disease genes, CD markers, Disease related genes, Plasma proteins, Predicted membrane proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
ENKD1	C16orf48, DKFZP434A1319	ENSG00000124074	Enkurin domain containing 1	Q9H0I2	Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
ENO1	ENO1L1, MBP-1, MPB1, PPH	ENSG00000074800	Enolase 1	P06733	Cancer-related genes, Enzymes, Plasma proteins, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
ENO2		ENSG00000111674	Enolase 2	P09104	Cancer-related genes, Candidate cardiovascular disease genes, Enzymes, Plasma proteins, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
ENO3		ENSG00000108515	Enolase 3	P13929	Candidate cardiovascular disease genes, Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
ENOX1	cCNOX, CNOX, FLJ10094, PIG38	ENSG00000120658	Ecto-NOX disulfide-thiol exchanger 1	Q8TC92	Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
ENOX2	APK1, COVA1, tNOX	ENSG00000165675	Ecto-NOX disulfide-thiol exchanger 2	Q16206	Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
EPB41	4.1R, EL1	ENSG00000159023	Erythrocyte membrane protein band 4.1	P11171	Disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters	Evidence at protein level	Evidence at protein level	Evidence at protein level
EPB41L1	4.1N, KIAA0338	ENSG00000088367	Erythrocyte membrane protein band 4.1 like 1	Q9H4G0	Disease related genes, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
EPB41L2	4.1-G	ENSG00000079819	Erythrocyte membrane protein band 4.1 like 2	O43491	Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
EPB41L3	4.1B, DAL1, KIAA0987	ENSG00000082397	Erythrocyte membrane protein band 4.1 like 3	Q9Y2J2	Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
EPB41L4A	NBL4	ENSG00000129595	Erythrocyte membrane protein band 4.1 like 4A	Q9HCS5	Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
EPB41L4B	EHM2	ENSG00000095203	Erythrocyte membrane protein band 4.1 like 4B	Q9H329	Predicted intracellular proteins	Evidence at protein level	Evidence at transcript level	Evidence at transcript level
